sample_folder,start_time,question,options,standard_answer,task_type
sample_386,30,Which company's logo becomes visible on a white van that enters the frame from the right as the video progresses?,A) U-Haul B) Budget C) Hertz D) Enterprise,B,Text-Rich Understanding
sample_414,30,"During the action of placing the box into the shopping cart, how many hands were visible?",A) 0 hands B) 1 hand C) 2 hands D) 3 hands,C,Counting
sample_427,30,"As the helicopter moves forward through the landscape, what natural feature becomes increasingly visible in the distance?",A) A forest clearing B) A river C) A mountain range D) A desert area,B,Object Perception
sample_462,30,What numbers are displayed on the blue sign hanging from the ceiling?,A) 713/812 B) 712/813 C) 731/821 D) 721/831,A,Text-Rich Understanding
sample_466,30,What is the person near the large circular artwork doing as they walk through the gallery?,"A) Carrying a bag  
B) Pushing a stroller  
C) Holding a child's hand  
D) Waving",B,Action Perception
sample_3,40,What is the website address displayed on the advertisement board near the goal line?,"A) fcbarcelona.com  
B) fcbarcelona.cat  
C) barcelonafc.com  
D) barcelonaofficial.com",B,Text-Rich Understanding
sample_5,40,What number is displayed on the back of the player preparing to take the penalty kick?,A) 5 B) 7 C) 9 D) 10,C,Text-Rich Understanding
sample_38,40,Which brand of mustard is visible among the ingredients on the countertop?,A) Grey Poupon B) Maille C) French's D) Whole Foods,B,Text-Rich Understanding
sample_54,40,"What volume measurement is printed on the purple ""HARDENER"" bottle?",A) 14 OZ B) 16 OZ C) 18 OZ D) 19 OZ,B,Text-Rich Understanding
sample_88,40,"What year is listed on the whiteboard for the movie ""Jurassic Park""?",A) 1989 B) 1991 C) 1992 D) 1993,D,Text-Rich Understanding
sample_91,40,"What year is listed for the film ""Bonnie + Clyde"" in the viewing assignment on the whiteboard?",A) 1957 B) 1963 C) 1967 D) 1973,C,Text-Rich Understanding
sample_110,40,How many camera lenses are visible on the back of the smartphone being held?,A) 1 B) 2 C) 3 D) 4,C,Counting
sample_129,40,What text is visible on the paintbrush held by the artist?,A) BRUSH B) ARTIST C) STUDIO D) MAGNUM,D,Text-Rich Understanding
sample_164,40,What is the speed limit indicated by the regulatory road sign visible ahead in the scene?,A) 20 B) 30 C) 40 D) 50,B,Text-Rich Understanding
sample_168,40,"When the cyclist is riding past a building with a parking structure on the right side, what is the name of the bank visible on the left side of the street?",A) First American Bank B) First Citizens Bank C) Bank of America D) Citizens Bank,B,Text-Rich Understanding
sample_172,40,What height restriction is displayed on the circular sign above the central arch of the bridge?,A) 3.20m B) 3.50m C) 3.80m D) 4.00m,B,Text-Rich Understanding
sample_196,40,What type of pickaxe is displayed in the item description during the mining sequence?,A) Diamond Pickaxe B) Iron Pickaxe C) Gold Pickaxe D) Stone Pickaxe,A,Text-Rich Understanding
sample_217,40,What is the price displayed on the tag directly above the pyramid of oranges?,A) 1.99 B) 1.49 C) 1.19 D) 1.59,B,Text-Rich Understanding
sample_251,40,What automobile manufacturer's logo is visible on the steering wheel?,A) BMW B) Mercedes-Benz C) Audi D) Volkswagen,B,Text-Rich Understanding
sample_253,40,What brand logo is clearly visible on the steering wheel?,A) Ferrari B) Lamborghini C) Porsche D) McLaren,C,Text-Rich Understanding
sample_257,40,"What number is displayed on the back of the player's blue jersey with the ""BT"" logo?",A) 1 B) 2 C) 3 D) 4,C,Text-Rich Understanding
sample_279,40,What text is visible on the side of the dark van during the driving sequence?,A) grime B) crime C) prime D) slime,A,Text-Rich Understanding
sample_282,40,What is the current time displayed on the in-game interface?,A) 05:14 B) 05:15 C) 05:16 D) 05:17,C,Text-Rich Understanding
sample_314,40,What is the name displayed on the side of the white boat in the scene?,"A) CRAW DADDY  
B) CRAB DADDY  
C) CRAW DADY  
D) CROW DADDY",A,Text-Rich Understanding
sample_330,40,What text appears on the circular sign mounted on the building to the right side of the street?,A) MEO B) NEO C) MEQ D) MEN,A,Text-Rich Understanding
sample_343,40,How many eggs is the person holding in their gloved hand?,A) 2 B) 3 C) 4 D) 5,C,Counting
sample_352,40,What type of pastry is visible on the plate in the upper right corner of the last frame?,"A) Bagel
B) Croissant
C) Donut
D) Muffin",B,Object Perception
sample_371,40,What word is printed on the yellow carton in the background during the coffee preparation sequence?,A) SOY B) ALMOND C) OAT D) RICE,B,Text-Rich Understanding
sample_382,40,What number is displayed on the back of the bus in the right lane?,A) 8082 B) 8028 C) 8802 D) 8208,A,Text-Rich Understanding
sample_384,40,What is the website address displayed on the blue truck's advertisement?,A) www.goodwillnynj.org B) www.goodwillny.org C) www.goodwillnyc.org D) www.goodwillnj.org,A,Text-Rich Understanding
sample_385,40,What is the route number displayed on the bus in the right lane?,A) M21 B) M27 C) M28 D) M29,B,Text-Rich Understanding
sample_409,40,What pattern is visible on the white towel hanging on the kitchen wall?,"A) Solid color  
B) Horizontal stripes  
C) Grid pattern  
D) Polka dots",C,Attribute Perception
sample_410,40,What is the brand name printed on the coffee machine used in the video?,A) Sanremo B) La Marzocco C) Expobar D) Rancilio,A,Text-Rich Understanding
sample_446,40,What accessory is visible on the wrist of the person reaching for the product?,A) Black glove  B) Gold chain  C) Silver ring  D) Black wristband,B,Attribute Perception
sample_461,40,What color is the jacket of the person standing near the glass doors on the left side of the frame?,A) Blue B) Orange C) Black D) Gray,B,Attribute Perception
sample_483,40,What is the complete text on the blue banner visible in the video?,A) Performance Tyres B) High Performance Tyres C) Super Tyres D) High Quality Tyres,B,Text-Rich Understanding
sample_493,40,What brand name is printed on the side of the pink race car when it is stationary?,A) Lucky B) Charms C) Charmy D) Chums,B,Text-Rich Understanding
sample_494,40,What is the hair color of the anime character depicted on the station wagon in the video?,A) Red B) Brown C) Black D) Blue,C,Attribute Perception
sample_495,40,What word is written on the side of the red toy car?,A) Jump B) Hump C) Pump D) Bump,B,Text-Rich Understanding
sample_497,40,What year is displayed in the lower third graphic?,A) 2020 B) 2021 C) 2022 D) 2023,C,Text-Rich Understanding
sample_8,50,What city name is printed below the crest on the player's jersey?,A) Berlin B) Munich C) Frankfurt D) Stuttgart,C,Text-Rich Understanding
sample_63,50,What material is the stirring tool inside the clear container?,A) Metal rod B) Plastic straw C) Wooden stick D) Glass rod,C,Attribute Perception
sample_88,50,What is the pattern of the man's dress shirt visible beneath his jacket?,A) Solid white B) Striped C) Checkered D) Polka-dotted,B,Attribute Perception
sample_89,50,"What year is listed next to ""SINGIN' IN THE RAIN"" in the viewing section at the bottom of the whiteboard?",A) 1951 B) 1952 C) 1953 D) 1954,B,Text-Rich Understanding
sample_93,50,"During the scene where three men are running on the sidewalk, what is the name on the store sign visible to the left of the frame?",A) ACE  B) A2E  C) ACEE  D) ACME,A,Text-Rich Understanding
sample_160,50,What is the texture of the brown boot's surface?,"A) Smooth  
B) Pebbled  
C) Suede  
D) Patent",B,Attribute Perception
sample_164,50,What text is displayed on the red building visible on the right side of the street?,A) Hotel Berlin B) Pension Haus C) Casa Maritza D) Casa Maria,C,Text-Rich Understanding
sample_169,50,"During the segment where a building with a red and yellow facade is visible on the left side of the road, how many cyclists are present on the road?",A) 0 B) 1 C) 2 D) 3,B,Counting
sample_187,50,"What is the level of the ""Sweeping Edge"" enchantment on the sword in the player's inventory?",A) I B) II C) III D) IV,C,Text-Rich Understanding
sample_195,50,What is the subtitle text displayed in the second frame of the video?,"A) any rocket  
B) to fly the way up there  
C) I need rockets  
D) cannot reach there",B,Text-Rich Understanding
sample_214,50,What is visible along the right edge of the square in the video?,"A) A vertical blue line  
B) A vertical red line  
C) A dashed black line  
D) Nothing",A,Attribute Perception
sample_216,50,What text is printed on the person's white t-shirt?,A) math Anics B) math Anties C) math Amics D) math Antics,D,Text-Rich Understanding
sample_230,50,"What is the fourth letter in the word ""Antics"" printed on the t-shirt?",A) i B) l C) t D) c,A,Text-Rich Understanding
sample_238,50,What decorative pattern is visible on the side of the grandfather clock in the room?,A) Floral pattern B) Leaf pattern C) Striped pattern D) No pattern,B,Attribute Perception
sample_252,50,What brand name is visible on the driver's gloves?,A) Sparco B) OMP C) Alpinestars D) Puma,A,Text-Rich Understanding
sample_259,50,What number is displayed on the back of the player's jersey in the scene where multiple players are standing on the field?,A) 6 B) 8 C) 9 D) 10,C,Text-Rich Understanding
sample_291,50,"How many times does the phrase ""I SAW"" appear consecutively in the chat message?",A) 1 B) 2 C) 3 D) 4,C,Counting
sample_295,50,What is the power value displayed on the cycling metrics interface during the segment where the speed reads 23 km/h?,A) 93 B) 95 C) 107 D) 121,C,Text-Rich Understanding
sample_327,50,What is the person walking on the bridge holding in their right hand?,A) A phone B) A book C) A camera D) A hat,A,Object Perception
sample_372,50,What symbol is visible on the white plate positioned near the center of the metallic surface?,A) Heart  B) Star  C) Circle  D) Triangle,A,Object Perception
sample_397,50,Which company's logo appears on the side of the dark delivery truck visible on the right side of the street?,"A) FedEx  
B) DHL  
C) UPS  
D) USPS",C,Text-Rich Understanding
sample_1,50,What is the first celebratory gesture the player with jersey number 9 makes after scoring?,A) Clapping hands B) Placing hands on head C) Hugging a teammate D) Raising arms,B,Action Perception
sample_36,50,"In the background, what action is another individual performing?","A) Taking a photo with a smartphone  
B) Holding a book  
C) Waving their hand  
D) Pointing towards the camera",A,Action Perception
sample_89,50,How do the person's hands move from the beginning to the end of the sequence?,A) From pointing to open palm B) From open position to closed fist C) From closed fist to open position D) From crossed to uncrossed position,B,Action Perception
sample_109,50,"During the product discussion, what specific hand gesture does the presenter make while emphasizing a key point?","A) Pointing with index finger  
B) Thumbs-up  
C) Open palm wave  
D) Fist bump",B,Action Perception
sample_144,50,"During the squat exercise, in which direction do the knees primarily move as the person lowers into the squat?",A) Forward B) Backward C) Outward D) Inward,A,Action Perception
sample_151,50,"As the maid rises from her kneeling position, which direction does she turn to face before walking away?","A) To her left  
B) To her right  
C) She turns but the direction is not visible  
D) She does not turn",B,Action Perception
