sample_id,start_time,question,std_answer,Frame,task_type
468,120,What color are the eyes of the left figure in the central abstract painting?,blue,Single,Attribute Perception
465,100,"What word is written below ""SHOW MUST GO ON"" on the poster to the left of the large colorful artwork?",QUEEN,Single,Text-Rich Understanding
467,100,What word is visible at the bottom left of the bull artwork?,WALL,Single,Text-Rich Understanding
472,110,What is the artist's name displayed below the large blue and green abstract painting?,Kanako SASAKI,Single,Text-Rich Understanding
476,110,What city and state are listed on the orange sign?,Norfolk | VA,Single,Text-Rich Understanding
474,120,What locations are listed on the blue sign in the art exhibition?,"DUBAI, UAE | ABIDJAN, CÔTE D'IVOIRE",Single,Text-Rich Understanding
472,120,What is the text displayed at the bottom right corner of the wall?,SULEBOX,Single,Text-Rich Understanding
482,110,What text is displayed in the top left corner of the video?,RC RC RC!!!,Single,Text-Rich Understanding
477,120,What type of spirit is indicated on the label of the yellow spray can?,Tequila,Single,Text-Rich Understanding
483,100,What text is visible in the top left corner of the video?,RC RC RC!!!,Single,Text-Rich Understanding
483,110,What text is visible in the bottom left corner of the video during the sequence?,RC RC RC!!!,Single,Text-Rich Understanding
485,120,"What text appears below the ""Standings"" title in the race standings display?",Group 5 - Heat 1,Single,Text-Rich Understanding
485,110,"What text appears in the red header bar below ""Standings"" in the race standings display?",Group 5 - Heat 1,Single,Text-Rich Understanding
488,110,What group and heat number is displayed in the standings screen?,Group 7 - Heat 1,Single,Text-Rich Understanding
466,120,What symbol is depicted on the green sign in the background?,a person with arms outstretched,Single,Object Perception
483,120,What text is visible in the top left corner of the video?,RC RC RC!!!,Single,Text-Rich Understanding
488,120,What is the name of the speedway written on the track?,THUNDER MOUNTAIN SPEEDWAY,Single,Text-Rich Understanding
487,120,"What text appears directly below the ""Standings"" header in the race standings display?",Group 1 - Race 1,Single,Text-Rich Understanding
488,100,"What text appears directly below ""Standings"" in the leaderboard display?",Group 7 - Heat 1,Single,Text-Rich Understanding
495,120,What is the team name listed for the first position in the racing leaderboard?,NUMBSKULL RACING,Single,Text-Rich Understanding
496,100,What number is displayed on the green car in the race?,35,Single,Text-Rich Understanding
494,100,What is the race time displayed on the sign in the scene with the road and digital display?,27.545,Single,Text-Rich Understanding
489,120,What number is displayed on the orange race car in the foreground during the first segment of the video?,21,Single,Text-Rich Understanding
489,110,What number is displayed on the red race car?,123,Single,Text-Rich Understanding
497,110,What is the number displayed on the side of the white and red race car?,27,Single,Text-Rich Understanding
500,120,What is the point value assigned to third place in the scoring system displayed on the scoreboard?,2pts,Single,Text-Rich Understanding
498,120,"What text appears directly below the ""Standings"" header in the race standings display?",Group 7 - Heat 1,Single,Text-Rich Understanding
1,150,What are the team abbreviations shown on the scoreboard in the top-left corner?,SEV and BAR,Single,Text-Rich Understanding
3,130,What are the team abbreviations displayed on the scoreboard?,BAR SEV,Single,Text-Rich Understanding
8,140,What is the name on the back of the player's jersey?,B.FERNANDES,Single,Text-Rich Understanding
3,140,What text is displayed on the advertising board near the goal?,AMBLIGHT TV,Single,Text-Rich Understanding
5,130,"What symbol is displayed immediately after ""FIFA"" in the top right corner of the screen?",®,Single,Text-Rich Understanding
14,130,How many black control knobs are on the stove?,5,Single,Counting
17,140,What does the small sign on the white brick wall say?,HOT,Single,Text-Rich Understanding
17,150,What does the small sign on the wall say?,HOT,Single,Text-Rich Understanding
8,150,"What word is displayed next to ""ROUND OF 16"" in the top right corner of the screen?",LIVE,Single,Text-Rich Understanding
21,140,How many buttons are visible on the woman's dress?,3,Single,Counting
27,140,What brand name is visible on the grater?,Microplane,Single,Text-Rich Understanding
17,130,"What word is displayed on the wall beneath the ""COOK"" sign?",HOT,Single,Text-Rich Understanding
34,140,What brand name is visible on the cutting board?,Boos Blocks,Single,Text-Rich Understanding
32,130,How many knives are mounted on the wall behind the person?,5,Single,Counting
43,140,What does the sign on the counter say?,NEXT LEVEL KITCHEN,Single,Text-Rich Understanding
22,140,What is the dark round fruit on the counter to the left of the cutting board?,avocado,Single,Object Perception
35,130,What color is the object on the kitchen counter in the background?,blue,Single,Attribute Perception
40,130,How many black control knobs are on the stove?,5,Single,Counting
46,150,What does the small sign on the counter say?,HOT,Single,Text-Rich Understanding
50,130,What brand name is printed on the green cutting mat?,Cricut Joy,Single,Text-Rich Understanding
48,130,What is the color name written on the purple alcohol ink bottle?,Passion Purple,Single,Text-Rich Understanding
53,130,What color is the flower on the keychain?,pink,Single,Attribute Perception
57,150,What word is printed on the pink tube?,Glitter,Single,Text-Rich Understanding
56,150,What text appears inside the white circle?,Sorting project into mats by color,Single,Text-Rich Understanding
62,150,"What is the text printed on the green mat below ""Cricut Joy""?",StandardGrip,Single,Text-Rich Understanding
61,150,What is the name of the topmost layer in the design software's layers panel?,Weld Result,Single,Text-Rich Understanding
67,130,What text is visible in the bottom right corner of the video?,DIY CRAFT TUTORIALS,Single,Text-Rich Understanding
66,150,What is written on the packet in the background?,RIYA Black,Single,Text-Rich Understanding
59,130,What is the selected pressure setting for the base material?,More,Single,Text-Rich Understanding
66,140,What is the product name printed on the pink packet?,Glitter pink,Single,Text-Rich Understanding
70,150,"What is the length of the horizontal bar in the design, in inches?",9.418,Single,Attribute Perception
70,130,What is the name of the top layer in the design?,Square,Single,Text-Rich Understanding
71,130,"What words are inside the parentheses next to ""PARALLEL EDITING"" on the whiteboard?",PERFORMANCE + STORY,Single,Text-Rich Understanding
71,140,"What is written inside the parentheses next to ""PARALLEL EDITING"" on the whiteboard?",PERFORMANCE + STORY,Single,Text-Rich Understanding
72,130,What word follows 'OF YOUR' in the lab assignment description on the whiteboard?,CHOICE,Single,Text-Rich Understanding
70,140,What is the third option in the context menu that appears when right-clicking the design element?,Duplicate,Single,Text-Rich Understanding
73,130,What adjective describes the situation in point 3 on the whiteboard?,UNFAMILIAR,Single,Text-Rich Understanding
76,130,What number is displayed on the door in the background?,109,Single,Text-Rich Understanding
78,140,What color is the shirt of the person sitting on the bench in the background?,blue,Single,Attribute Perception
77,130,"What year is listed next to ""THE ELEPHANT MAN"" in the viewing section of the whiteboard?",1980,Single,Text-Rich Understanding
52,140,What is the model name of the cutting machine shown in the video?,cricut maker 3,Single,Text-Rich Understanding
82,150,"What movie is listed under ""Viewing"" on the whiteboard?",THE THIRD MAN (1949),Single,Text-Rich Understanding
78,150,"What year is listed next to ""RAIDERS OF THE LOST ARK"" in the viewing section of the whiteboard?",1981,Single,Text-Rich Understanding
83,140,"What movie is listed under ""VIEWING"" on the whiteboard?",THE HUDSUCKER PROXY (1994),Single,Text-Rich Understanding
77,150,"What year is specified next to the film title in the ""VIEWING"" section of the whiteboard?",1980,Single,Text-Rich Understanding
84,140,"What movie is listed under the ""VIEWING"" section on the whiteboard?",Pride + Prejudice (2005),Single,Text-Rich Understanding
86,130,What year is listed in parentheses after 'Brief Encounter' on the whiteboard?,1945,Single,Text-Rich Understanding
85,150,"What symbol follows ""70mm"" in the TELEPHOTO focal length description on the whiteboard?",+,Single,Text-Rich Understanding
